4.21317,2148,39.9888, 
8.00656,4002,51.45, 
3.56757,1767,43.9887, 
3.87836,2000,38.611, 
3.82937,1894,36.8029, 
5.00128,2557,44.394, 
86.8156,1957,38.1015, 
47.9285,9021,39.5366, 
6.61982,3425,45.1683, 
3.57322,1863,37.671, 
1.86872,922,40.9916, 
3.61019,2284,35.762, 
0.315846,132,38.2856, 
0.613858,295,35.1787, 
5.50764,2889,47.9963, 
0.931835,459,31.4341, 
0.808331,381,33.5656, 
31.3252,752,32.4245, 
4.58448,2494,40.5958, 
0.174662,61,32.6054, 
34.791,3924,51.0754, 
12.4583,5869,51.7746, 
6.81746,3131,46.8784, 
112.273,2470,57.3766, 
58.4484,2207,52.3672, 
5.34376,2534,56.0583, 
12.8726,5544,51.5713, 
8.12834,3999,52.8473, 
5.34572,2527,52.3073, 
44.3639,6855,48.8968, 
8.18214,4516,49.8252, 
3.09455,1705,54.6889, 
31.1288,1642,52.8026, 
10.7766,5373,66.7498, 
1.07547,548,56.5298, 
5.40565,2773,57.3278, 
0.445911,198,51.8042, 
32.7337,2971,60.619, 
11.8865,6176,60.6932, 
0.828515,429,52.176, 
30.6028,2113,45.1369, 
175.241,5852,44.734, 
84.3088,2104,42.4976, 
3.78458,2024,46.3757, 
12.5677,5533,44.6624, 
168.066,1999,43.1061, 
68.9209,7166,45.6381, 
33.3714,3111,44.318, 
105.452,10554,49.3852, 
39.2888,5550,45.5967, 
